instance;size;rep;v;cost;time;iter;ges-num-reduced;ges-total-time;lns-total-time;sp-num-improve;sp-pool-size;sp-total-time
lc101;100;1;10;828.94;300.00;1064;0;103.34;196.53;0;0;0.00
lc102;100;1;10;828.94;300.00;910;0;107.85;192.04;0;0;0.00
lc103;100;1;9;1035.35;300.00;729;1;96.92;202.99;0;0;0.00
lc104;100;1;9;860.01;300.00;477;1;75.88;224.04;0;0;0.00
lc105;100;1;10;828.94;300.00;923;0;111.27;188.62;0;0;0.00
lc106;100;1;10;828.94;300.00;859;1;117.65;182.24;0;0;0.00
lc107;100;1;10;828.94;300.00;817;0;120.12;179.78;0;0;0.00
lc108;100;1;10;826.44;300.00;706;0;125.28;174.62;0;0;0.00
lc109;100;1;9;1000.60;300.00;600;1;101.49;198.43;0;0;0.00
lc201;100;1;3;591.56;300.00;939;0;139.82;160.05;0;0;0.00
lc202;100;1;3;591.56;300.00;630;1;105.06;194.82;0;0;0.00
lc203;100;1;3;591.17;300.00;454;0;80.84;219.05;0;0;0.00
lc204;100;1;3;590.60;300.00;236;0;38.15;261.77;0;0;0.00
lc205;100;1;3;588.88;300.00;796;1;109.21;190.65;0;0;0.00
lc206;100;1;3;588.49;300.00;637;1;93.18;206.69;0;0;0.00
lc207;100;1;3;588.29;300.00;570;1;86.97;212.90;0;0;0.00
lc208;100;1;3;588.32;300.00;518;1;81.45;218.43;0;0;0.00
lr101;100;1;19;1650.80;300.00;743;1;88.40;211.50;0;0;0.00
lr102;100;1;17;1487.57;300.00;522;1;66.86;233.07;0;0;0.00
lr103;100;1;13;1292.68;300.00;644;1;73.83;226.08;0;0;0.00
lr104;100;1;9;1013.39;300.00;849;1;113.13;186.75;0;0;0.00
lr105;100;1;14;1377.11;300.00;872;1;95.30;204.59;0;0;0.00
lr106;100;1;12;1252.62;300.00;925;1;100.95;198.94;0;0;0.00
lr107;100;1;10;1111.31;300.00;941;1;111.70;188.18;0;0;0.00
lr108;100;1;9;968.97;300.00;847;1;115.70;184.19;0;0;0.00
lr109;100;1;11;1208.96;300.00;918;1;112.41;187.47;0;0;0.00
lr110;100;1;10;1159.35;300.00;874;1;124.12;175.77;0;0;0.00
lr111;100;1;10;1108.90;300.00;826;1;107.85;192.03;0;0;0.00
lr112;100;1;9;1003.77;300.00;692;2;122.09;177.80;0;0;0.00
lr201;100;1;4;1253.23;300.00;502;1;117.27;182.65;0;0;0.00
lr202;100;1;3;1197.67;300.00;442;1;145.29;154.63;0;0;0.00
lr203;100;1;3;949.40;300.00;266;1;62.60;237.33;0;0;0.00
lr204;100;1;2;849.05;300.00;371;1;59.82;240.08;0;0;0.00
lr205;100;1;3;1054.02;300.00;361;1;87.73;212.20;0;0;0.00
lr206;100;1;3;931.63;300.00;273;1;107.46;192.48;0;0;0.00
lr207;100;1;2;903.06;300.00;294;1;39.83;260.09;0;0;0.00
lr208;100;1;2;734.85;300.00;165;1;27.73;272.20;0;0;0.00
lr209;100;1;3;930.59;300.00;250;1;89.61;210.33;0;0;0.00
lr210;100;1;3;964.22;300.00;308;1;102.58;197.36;0;0;0.00
