instance;size;rep;v;cost;time;iter;ges-num-reduced;ges-total-time;lns-total-time;sp-num-improve;sp-pool-size;sp-total-time
lc101;100;1;10;828.94;300.00;311;0;244.21;55.77;0;0;0.00
lc102;100;1;10;828.94;300.00;270;0;244.49;55.49;0;0;0.00
lc103;100;1;9;1035.35;300.00;235;1;234.72;65.26;0;0;0.00
lc104;100;1;9;860.01;300.00;164;1;224.39;75.59;0;0;0.00
lc105;100;1;10;828.94;300.00;282;0;245.46;54.53;0;0;0.00
lc106;100;1;10;828.94;300.00;262;1;246.92;53.06;0;0;0.00
lc107;100;1;10;828.94;300.00;257;0;244.65;55.33;0;0;0.00
lc108;100;1;10;826.44;300.00;206;0;250.69;49.29;0;0;0.00
lc109;100;1;9;1000.60;300.00;196;1;236.28;63.70;0;0;0.00
lc201;100;1;3;591.56;300.00;229;0;262.40;37.58;0;0;0.00
lc202;100;1;3;591.56;300.00;186;1;247.28;52.70;0;0;0.00
lc203;100;1;3;591.17;300.00;165;1;224.90;75.07;0;0;0.00
lc204;100;1;3;590.60;300.00;99;0;186.04;113.94;0;0;0.00
lc205;100;1;3;588.88;300.00;210;0;252.30;47.68;0;0;0.00
lc206;100;1;3;588.49;300.00;181;1;244.04;55.94;0;0;0.00
lc207;100;1;3;588.29;300.00;179;1;233.96;66.02;0;0;0.00
lc208;100;1;3;588.32;300.00;171;1;228.41;71.57;0;0;0.00
lr101;100;1;19;1650.80;300.00;283;1;222.35;77.63;0;0;0.00
lr102;100;1;17;1487.57;300.00;247;1;215.87;84.11;0;0;0.00
lr103;100;1;13;1292.68;300.00;261;1;227.47;72.51;0;0;0.00
lr104;100;1;9;1013.39;300.00;272;1;248.64;51.34;0;0;0.00
lr105;100;1;14;1377.11;300.00;296;1;234.13;65.86;0;0;0.00
lr106;100;1;12;1252.62;300.00;298;1;240.03;59.95;0;0;0.00
lr107;100;1;10;1111.31;300.00;285;1;245.59;54.39;0;0;0.00
lr108;100;1;9;968.97;300.00;269;1;245.87;54.11;0;0;0.00
lr109;100;1;11;1208.96;300.00;287;1;246.71;53.27;0;0;0.00
lr110;100;1;10;1159.35;300.00;275;1;247.49;52.49;0;0;0.00
lr111;100;1;10;1108.90;300.00;280;1;244.12;55.86;0;0;0.00
lr112;100;1;9;1003.77;300.00;242;1;248.07;51.91;0;0;0.00
lr201;100;1;4;1253.23;300.00;156;1;247.32;52.66;0;0;0.00
lr202;100;1;3;1197.67;300.00;136;1;253.04;46.94;0;0;0.00
lr203;100;1;3;949.40;300.00;89;1;221.65;78.33;0;0;0.00
lr204;100;1;2;849.05;300.00;359;1;102.42;197.58;0;0;0.00
lr205;100;1;3;1054.02;300.00;141;1;225.16;74.82;0;0;0.00
lr206;100;1;3;931.63;300.00;93;1;233.03;66.95;0;0;0.00
lr207;100;1;2;903.06;300.00;314;1;98.13;201.87;0;0;0.00
lr208;100;1;2;734.85;300.00;268;1;79.17;220.83;0;0;0.00
lr209;100;1;3;930.59;300.00;97;1;232.14;67.84;0;0;0.00
lr210;100;1;3;964.22;300.00;102;1;235.79;64.19;0;0;0.00
lr211;100;1;2;911.52;300.00;439;1;93.90;206.10;0;0;0.00
lrc101;100;1;14;1708.80;300.00;308;1;237.67;62.31;0;0;0.00
lrc102;100;1;12;1558.07;300.00;291;1;244.61;55.37;0;0;0.00
lrc103;100;1;11;1258.74;300.00;275;1;243.68;56.30;0;0;0.00
lrc104;100;1;10;1128.40;300.00;241;1;237.84;62.14;0;0;0.00
lrc105;100;1;13;1637.62;300.00;300;1;238.11;61.87;0;0;0.00
lrc106;100;1;11;1424.73;300.00;303;1;246.68;53.30;0;0;0.00
lrc107;100;1;11;1230.14;300.00;280;1;240.87;59.11;0;0;0.00
lrc108;100;1;10;1147.43;300.00;268;1;245.88;54.10;0;0;0.00
lrc201;100;1;4;1406.94;300.00;136;1;244.04;55.95;0;0;0.00
lrc202;100;1;3;1374.27;300.00;178;1;258.71;41.27;0;0;0.00
lrc203;100;1;3;1089.07;300.00;86;1;243.97;56.02;0;0;0.00
lrc204;100;1;3;818.66;300.00;53;1;243.65;56.33;0;0;0.00
lrc205;100;1;4;1302.20;300.00;145;1;236.83;63.16;0;0;0.00
lrc206;100;1;3;1159.03;300.00;156;1;246.78;53.21;0;0;0.00
lrc207;100;1;3;1062.05;300.00;102;1;243.21;56.77;0;0;0.00
lrc208;100;1;3;852.76;300.00;80;1;228.70;71.29;0;0;0.00
LC1_2_1;200;1;20;2704.57;900.00;526;0;715.99;183.91;0;0;0.00
LC1_2_2;200;1;19;2764.56;900.00;474;1;719.68;180.22;0;0;0.00
LC1_2_3;200;1;17;3142.65;900.00;411;1;707.06;192.86;0;0;0.00
LC1_2_4;200;1;17;2693.41;900.00;237;1;508.81;391.13;0;0;0.00
LC1_2_5;200;1;20;2702.05;900.00;489;0;716.21;183.69;0;0;0.00
LC1_2_6;200;1;20;2701.04;900.00;463;1;725.62;174.28;0;0;0.00
LC1_2_7;200;1;20;2701.04;900.00;429;0;725.50;174.41;0;0;0.00
LC1_2_8;200;1;19;3404.95;900.00;406;2;735.75;164.17;0;0;0.00
LC1_2_9;200;1;18;2724.24;900.00;307;1;724.98;174.96;0;0;0.00
LC1_2_10;200;1;17;2942.13;900.00;334;1;719.29;180.64;0;0;0.00
LC2_2_1;200;1;6;1931.44;900.00;454;1;776.27;123.63;0;0;0.00
LC2_2_2;200;1;6;1881.40;900.00;304;1;684.77;215.15;0;0;0.00
LC2_2_3;200;1;6;1844.33;900.00;267;1;550.70;349.22;0;0;0.00
LC2_2_4;200;1;6;1767.12;900.00;206;1;470.09;429.81;0;0;0.00
LC2_2_5;200;1;6;1891.21;900.00;359;1;765.42;134.49;0;0;0.00
LC2_2_6;200;1;6;1857.78;900.00;306;1;667.82;232.10;0;0;0.00
LC2_2_7;200;1;6;1850.13;900.00;310;1;705.22;194.70;0;0;0.00
LC2_2_8;200;1;6;1824.34;900.00;236;1;617.47;282.45;0;0;0.00
LC2_2_9;200;1;6;1854.21;900.00;286;1;655.57;244.35;0;0;0.00
LC2_2_10;200;1;6;1817.45;900.00;225;1;598.39;301.53;0;0;0.00
LR1_2_1;200;1;20;4819.12;900.00;518;1;729.09;170.81;0;0;0.00
LR1_2_2;200;1;17;4621.21;900.00;451;1;732.22;167.69;0;0;0.00
LR1_2_3;200;1;14;4402.38;900.00;422;2;650.91;249.00;0;0;0.00
LR1_2_4;200;1;10;3031.20;900.00;213;1;627.67;272.27;0;0;0.00
LR1_2_5;200;1;16;4760.18;900.00;482;1;761.59;138.32;0;0;0.00
LR1_2_6;200;1;13;4835.27;900.00;488;1;741.35;158.55;0;0;0.00
LR1_2_7;200;1;12;3550.61;900.00;341;1;687.22;212.70;0;0;0.00
LR1_2_8;200;1;9;2801.91;900.00;211;1;695.03;204.91;0;0;0.00
LR1_2_9;200;1;14;4411.26;900.00;366;1;773.93;125.99;0;0;0.00
LR1_2_10;200;1;11;3740.48;900.00;383;2;761.85;138.07;0;0;0.00
LR2_2_1;200;1;5;4073.10;900.00;220;1;754.97;144.96;0;0;0.00
LR2_2_2;200;1;4;3796.00;900.00;107;1;791.86;108.10;0;0;0.00
LR2_2_3;200;1;4;3098.36;900.00;72;1;777.84;122.10;0;0;0.00
LR2_2_4;200;1;3;2486.00;900.00;150;1;388.81;511.00;0;0;0.00
LR2_2_5;200;1;4;3438.39;900.00;75;1;832.99;66.98;0;0;0.00
LR2_2_6;200;1;3;4520.82;900.00;92;1;849.48;50.49;0;0;0.00
LR2_2_7;200;1;3;3166.87;900.00;41;1;819.53;80.43;0;0;0.00
LR2_2_8;200;1;2;2857.25;900.00;375;1;432.85;467.08;0;0;0.00
LR2_2_9;200;1;3;4254.36;900.00;61;1;868.81;31.17;0;0;0.00
LR2_2_10;200;1;3;3289.81;900.00;93;1;772.48;127.48;0;0;0.00
LRC1_2_1;200;1;19;3606.06;900.00;432;1;670.49;229.42;0;0;0.00
LRC1_2_2;200;1;15;3673.19;900.00;449;1;664.81;235.10;0;0;0.00
LRC1_2_3;200;1;13;3188.96;900.00;387;1;715.92;183.99;0;0;0.00
LRC1_2_4;200;1;10;2631.82;900.00;316;1;576.45;323.46;0;0;0.00
LRC1_2_5;200;1;16;3715.81;900.00;375;1;719.53;180.40;0;0;0.00
LRC1_2_6;200;1;16;3572.16;900.00;422;1;724.72;175.19;0;0;0.00
LRC1_2_7;200;1;14;3787.74;900.00;459;2;726.37;173.54;0;0;0.00
LRC1_2_8;200;1;13;3145.74;900.00;354;1;742.66;157.27;0;0;0.00
LRC1_2_9;200;1;13;3233.60;900.00;349;1;741.69;158.23;0;0;0.00
LRC1_2_10;200;1;12;3008.82;900.00;294;1;766.87;133.06;0;0;0.00
LRC2_2_1;200;1;6;3690.10;900.00;238;1;771.67;128.26;0;0;0.00
LRC2_2_2;200;1;5;3283.08;900.00;146;1;759.65;140.29;0;0;0.00
LRC2_2_3;200;1;4;2884.36;900.00;76;1;793.15;106.81;0;0;0.00
LRC2_2_4;200;1;3;3024.27;900.00;58;1;767.84;132.09;0;0;0.00
LRC2_2_5;200;1;5;2776.93;900.00;117;1;774.25;125.70;0;0;0.00
LRC2_2_6;200;1;5;2707.96;900.00;98;1;795.25;104.71;0;0;0.00
LRC2_2_7;200;1;4;3195.89;900.00;83;1;828.10;71.87;0;0;0.00
LRC2_2_8;200;1;4;2399.99;900.00;48;1;825.27;74.70;0;0;0.00
LRC2_2_9;200;1;4;2208.49;900.00;64;1;790.98;108.98;0;0;0.00
LRC2_2_10;200;1;3;2661.49;900.00;45;1;807.69;92.26;0;0;0.00
LC1_4_1;400;1;40;7152.06;900.00;216;0;700.90;198.92;0;0;0.00
LC1_4_2;400;1;38;8204.99;900.00;178;2;636.99;262.88;0;0;0
LC1_4_3;400;1;33;8435.62;900.00;130;1;539.93;359.97;0;0;0.00
LC1_4_4;400;1;30;6874.97;900.00;131;1;580.32;319.56;0;0;0.00
LC1_4_5;400;1;40;7150.00;900.00;194;0;706.81;193.02;0;0;0.00
LC1_4_6;400;1;40;7154.02;900.00;180;1;720.42;179.42;0;0;0.00
LC1_4_7;400;1;40;7149.43;900.00;171;1;719.05;180.81;0;0;0.00
LC1_4_8;400;1;39;7111.16;900.00;143;1;725.28;174.60;0;0;0.00
LC1_4_9;400;1;36;7451.20;900.00;100;1;732.17;167.75;0;0;0.00
LC1_4_10;400;1;35;7578.33;900.00;105;1;683.29;216.64;0;0;0.00
LC2_4_1;400;1;12;4116.33;900.00;206;1;796.86;102.98;0;0;0.00
LC2_4_2;400;1;12;4144.29;900.00;125;2;760.73;139.16;0;0;0.00
LC2_4_3;400;1;12;4417.65;900.00;115;1;540.03;359.85;0;0;0.00
LC2_4_4;400;1;12;4038.00;900.00;102;1;426.63;473.20;0;0;0.00
LC2_4_5;400;1;12;4030.63;900.00;134;2;811.92;87.97;0;0;0.00
LC2_4_6;400;1;12;3900.29;900.00;101;1;754.45;145.44;0;0;0.00
LC2_4_7;400;1;12;3962.51;900.00;87;1;770.46;129.46;0;0;0
LC2_4_8;400;1;12;3844.45;900.00;87;1;724.84;175.07;0;0;0.00
LC2_4_9;400;1;12;4188.93;900.00;91;1;697.02;202.87;0;0;0.00
LC2_4_10;400;1;12;3828.44;900.00;78;1;666.81;233.09;0;0;0.00
LR1_4_1;400;1;40;10639.75;900.00;205;1;672.72;227.12;0;0;0.00
LR1_4_2;400;1;31;10058.94;900.00;177;1;650.87;248.99;0;0;0.00
LR1_4_3;400;1;22;9641.55;900.00;187;2;613.50;286.35;0;0;0.00
LR1_4_4;400;1;16;7127.75;900.00;114;1;593.20;306.70;0;0;0.00
LR1_4_5;400;1;28;11900.29;900.00;235;2;738.33;161.52;0;0;0.00
LR1_4_6;400;1;24;10889.19;900.00;205;2;672.66;227.18;0;0;0.00
LR1_4_7;400;1;19;8528.26;900.00;147;1;682.76;217.12;0;0;0.00
LR1_4_8;400;1;14;6195.21;900.00;92;1;713.39;186.51;0;0;0.00
LR1_4_9;400;1;24;10070.66;900.00;212;2;713.93;185.93;0;0;0.00
