instance;size;rep;v;cost;time;iter;ges-num-reduced;ges-total-time;lns-total-time;sp-num-improve;sp-pool-size;sp-total-time
poa-n600-5;600;1;20;2586.00;1855.33;79;2;191.16;736.07;0;1420;927.82
poa-n600-6;600;1;77;8059.00;1800.00;31;3;138.84;596.68;1;1044;1064.38
poa-n600-7;600;1;63;7683.00;1800.92;49;2;194.07;467.35;2;1208;1139.35
bar-n800-1;800;1;80;5658.00;3631.29;45;2;409.54;1915.62;3;1586;1305.71
bar-n800-2;800;1;31;5115.00;3600.01;59;1;334.97;1611.03;0;1636;1653.39
bar-n800-3;800;1;23;5864.00;3625.56;78;2;465.43;1853.50;0;1545;1306.01
bar-n800-4;800;1;25;2791.00;3646.16;72;1;451.91;1603.63;0;1680;1589.97
bar-n800-5;800;1;81;6099.00;3600.00;45;1;368.40;2129.78;4;1463;1101.43
bar-n800-6;800;1;82;6535.00;3659.72;42;1;406.75;2027.58;2;1506;1224.99
bar-n800-7;800;1;31;5582.00;3604.95;56;2;335.93;1642.51;0;1549;1625.96
ber-n800-1;800;1;59;5386.00;3600.00;47;1;393.46;1875.14;4;1725;1330.96
ber-n800-2;800;1;63;6404.00;3600.01;63;1;515.09;1744.63;3;1483;1339.71
ber-n800-3;800;1;18;3698.00;3605.58;89;1;1004.98;1756.07;0;1558;843.66
ber-n800-4;800;1;108;16125.00;3643.06;64;2;628.17;1031.43;13;1121;1983.09
ber-n800-5;800;1;35;10966.00;3630.44;66;1;537.14;1731.52;4;1678;1361.29
ber-n800-6;800;1;49;13245.00;3652.52;86;2;647.66;1149.87;7;2017;1854.41
nyc-n800-1;800;1;23;3140.00;3600.00;63;1;1415.28;1459.95;0;1325;724.04
nyc-n800-2;800;1;27;3744.00;3628.01;88;4;600.00;1218.87;1;1939;1808.72
nyc-n800-3;800;1;28;3760.00;3619.20;76;1;489.61;1129.47;2;1813;1999.67
nyc-n800-4;800;1;12;3194.00;3600.01;29;2;2810.69;787.64;0;244;1.35
nyc-n800-5;800;1;14;3703.00;3600.00;45;2;3028.30;563.73;0;520;7.62
poa-n800-1;800;1;60;9570.00;3652.12;63;2;631.71;930.92;6;1834;2088.96
poa-n800-2;800;1;73;8087.00;3600.00;51;1;391.12;1540.50;1;1601;1668.01
poa-n800-3;800;1;50;9846.00;3600.00;67;2;464.11;1466.70;4;1967;1668.78
poa-n800-4;800;1;46;7991.00;3653.10;54;3;343.53;1675.35;2;1724;1633.86
poa-n800-5;800;1;73;4269.00;3616.76;48;2;359.65;1929.29;1;1607;1327.43
poa-n800-6;800;1;38;4130.00;3600.00;68;2;346.62;1377.99;1;2045;1875.01
poa-n800-7;800;1;38;8005.00;3600.00;61;1;292.38;1600.43;0;1864;1706.81
bar-n1000-1;1000;1;54;7940.00;3600.01;36;1;617.85;2047.52;0;1655;933.96
bar-n1000-2;1000;1;38;3416.00;3637.68;44;2;576.42;2465.70;3;1323;594.60
bar-n1000-3;1000;1;89;4849.00;3600.00;37;1;542.50;2856.87;3;1150;200.13
bar-n1000-4;1000;1;19;3466.00;3600.00;63;2;772.31;2770.72;0;1007;55.75
bar-n1000-5;1000;1;27;6161.00;3600.00;40;1;641.22;2638.38;1;1007;319.46
bar-n1000-6;1000;1;28;6744.00;3600.03;55;1;997.54;2127.27;0;1148;474.38
ber-n1000-1;1000;1;89;15067.00;3619.63;39;2;869.73;1818.01;9;1517;931.16
ber-n1000-2;1000;1;118;16591.00;3641.51;45;3;870.85;1701.54;14;1177;1068.67
ber-n1000-3;1000;1;53;13462.00;3638.05;37;3;620.68;2509.58;2;1459;507.16
ber-n1000-4;1000;1;56;14520.00;3622.62;55;1;878.26;1422.62;6;2003;1320.72
ber-n1000-5;1000;1;111;15389.00;3600.00;47;1;956.68;2635.78;12;757;6.86
ber-n1000-6;1000;1;155;18969.00;3602.04;19;4;469.21;2230.65;2;1196;902.06
ber-n1000-7;1000;1;74;17597.00;3600.00;41;3;740.43;2190.22;6;1422;668.93
nyc-n1000-1;1000;1;28;4101.00;3600.01;54;2;817.57;2417.93;0;1205;363.10
nyc-n1000-2;1000;1;33;4837.00;3632.13;60;2;743.59;1631.91;0;1672;1255.78
nyc-n1000-3;1000;1;34;4558.00;3600.00;49;3;651.84;2060.93;0;1444;886.53
nyc-n1000-4;1000;1;18;4875.00;3610.80;72;2;1071.37;2426.35;0;1073;112.08
nyc-n1000-5;1000;1;18;4280.00;3600.02;30;1;2313.48;1279.93;0;457;6.06
poa-n1000-1;1000;1;31;8277.00;3600.00;47;1;819.22;1849.33;0;1350;930.34
poa-n1000-2;1000;1;48;10702.00;3600.01;49;1;717.68;1873.16;3;1644;1008.31
poa-n1000-3;1000;1;69;5570.00;3633.40;29;1;445.36;2735.54;1;1291;451.83
poa-n1000-4;1000;1;23;4598.00;3600.00;59;1;1355.49;2134.01;0;1270;109.11
poa-n1000-5;1000;1;48;5822.00;3618.96;37;2;461.69;2413.06;0;1534;743.54
poa-n1000-6;1000;1;95;11514.00;3600.01;31;2;588.82;2397.88;4;1076;612.84
poa-n1000-7;1000;1;75;11661.00;3617.84;45;2;838.35;1563.07;1;1774;1215.69
bar-n1500-1;1500;1;77;9088.00;3600.06;11;2;439.59;3158.78;2;548;1.08
bar-n1500-2;1500;1;63;11782.00;3600.01;12;1;559.78;3038.18;0;400;1.52
bar-n1500-3;1500;1;95;6009.00;3600.00;12;1;381.50;3216.32;1;711;1.58
bar-n1500-4;1500;1;62;5023.00;3600.00;14;3;419.27;3177.79;1;458;2.41
bar-n1500-5;1500;1;76;9577.00;3600.02;15;2;597.19;3000.57;1;473;1.55
bar-n1500-6;1500;1;161;12949.00;3600.07;7;1;567.67;3030.78;0;701;1.21
bar-n1500-7;1500;1;41;10025.00;3600.01;22;1;865.29;2723.20;1;796;10.28
ber-n1500-1;1500;1;174;23759.00;3600.10;4;2;432.22;3167.04;1;707;0.55
ber-n1500-2;1500;1;69;8628.00;3600.02;16;1;603.90;2992.16;0;725;3.15
ber-n1500-3;1500;1;71;9209.00;3600.01;24;2;1000.59;2324.75;1;1469;273.55
ber-n1500-4;1500;1;37;8729.00;3600.00;28;2;964.96;2626.23;2;750;7.79
ber-n1500-5;1500;1;181;25548.00;3600.01;10;3;764.45;2804.79;4;1177;30.59
ber-n1500-6;1500;1;99;21151.00;3600.08;10;2;490.77;3107.41;1;456;1.57
ber-n1500-7;1500;1;101;21683.00;3600.04;9;2;516.55;3081.54;0;647;1.52
nyc-n1500-1;1500;1;47;6784.00;3600.03;19;1;857.91;2735.77;1;693;4.22
nyc-n1500-2;1500;1;52;6535.00;3600.00;26;1;714.11;2873.72;3;907;11.46
nyc-n1500-3;1500;1;47;6109.00;3600.01;15;2;1530.26;2066.47;0;586;2.64
nyc-n1500-4;1500;1;28;7279.00;3600.01;24;3;756.15;2836.73;1;540;6.23
nyc-n1500-5;1500;1;23;5846.00;3600.04;8;2;2372.50;1226.53;0;145;0.31
poa-n1500-1;1500;1;145;17392.00;3600.05;6;1;384.20;3215.34;0;366;0.24
poa-n1500-2;1500;1;203;23869.00;3600.05;6;4;757.92;2780.50;1;1219;61.43
poa-n1500-3;1500;1;69;15099.00;3600.02;12;2;712.39;2885.06;0;649;1.99
poa-n1500-4;1500;1;64;6591.00;3600.00;21;1;709.44;2873.29;1;962;16.22
poa-n1500-5;1500;1;33;6237.00;3600.02;30;2;688.51;2893.15;0;883;17.19
poa-n1500-6;1500;1;142;16893.00;3600.00;10;1;355.57;3242.85;0;790;0.98
bar-n2000-1;2000;1;99;11800.00;3600.01;16;6;1038.41;2556.54;2;982;4.14
bar-n2000-2;2000;1;99;11730.00;3600.01;17;3;1142.58;2430.61;1;1359;25.19
bar-n2000-3;2000;1;146;13212.00;3600.01;9;1;796.62;2802.24;1;537;0.61
bar-n2000-4;2000;1;75;11666.00;3600.01;8;4;1543.81;2054.53;1;525;1.11
bar-n2000-5;2000;1;77;12915.00;3653.54;23;2;1318.66;1799.64;0;1608;533.59
bar-n2000-6;2000;1;176;9479.00;3600.01;10;2;563.92;3033.28;3;865;2.29
bar-n2000-7;2000;1;69;9365.00;3600.00;12;4;584.65;3010.98;0;769;3.45
ber-n2000-1;2000;1;76;13002.00;3600.01;22;3;931.11;2647.39;3;1194;20.47
ber-n2000-2;2000;1;280;32583.00;3600.01;6;1;1057.68;2541.56;1;663;0.37
ber-n2000-3;2000;1;167;26951.00;3600.02;15;1;1328.34;2267.53;1;847;3.44
ber-n2000-4;2000;1;252;35823.00;3600.01;9;1;1101.82;2495.04;3;1098;2.80
ber-n2000-5;2000;1;143;32097.00;3600.01;8;2;1069.11;2528.25;0;1003;1.88
ber-n2000-6;2000;1;115;29785.00;3600.02;26;1;1654.63;1938.59;5;1224;5.78
ber-n2000-7;2000;1;139;30034.00;3600.01;17;2;1253.79;2340.80;0;994;4.82
nyc-n2000-1;2000;1;56;7750.00;3600.02;16;1;2604.65;992.83;1;510;1.49
nyc-n2000-2;2000;1;59;7225.00;3600.01;13;1;1611.52;1985.07;0;616;2.22
nyc-n2000-3;2000;1;33;9153.00;3600.02;7;4;2407.22;1190.88;0;218;0.52
nyc-n2000-4;2000;1;29;7333.00;3600.01;9;3;2841.47;756.26;0;191;0.49
nyc-n2000-5;2000;1;36;9166.00;3600.02;26;3;1295.30;2294.50;1;793;9.08
poa-n2000-1;2000;1;236;22850.00;3600.06;4;1;894.10;2705.27;1;690;0.32
poa-n2000-2;2000;1;161;16678.00;3600.04;11;1;707.87;2890.39;2;816;0.95
poa-n2000-3;2000;1;129;9451.00;3600.02;13;3;769.58;2826.39;2;990;3.01
poa-n2000-4;2000;1;146;12605.00;3600.01;11;4;756.50;2839.79;1;1168;3.12
poa-n2000-5;2000;1;99;12835.00;3600.01;16;3;973.84;2621.75;3;682;4.00
poa-n2000-6;2000;1;66;18959.00;3615.52;27;2;1369.82;2176.35;1;1423;67.41
bar-n2500-1;2500;1;81;10075.00;3600.01;19;5;1141.12;2449.72;0;1007;8.01
bar-n2500-2;2500;1;123;15032.00;3600.02;9;6;1042.78;2553.79;4;780;2.42
bar-n2500-3;2500;1;66;15411.00;3600.01;16;3;1264.70;2329.31;0;709;4.47
bar-n2500-4;2500;1;67;15435.00;3600.06;7;5;2191.40;1406.20;0;471;1.45
bar-n2500-5;2500;1;131;23474.00;3600.02;5;4;894.73;2703.88;0;677;0.90
bar-n2500-6;2500;1;102;17882.00;3600.02;6;2;971.82;2626.54;0;526;0.87
ber-n2500-1;2500;1;207;33094.00;3600.03;4;2;761.97;2836.56;0;864;1.02
ber-n2500-2;2500;1;142;37802.00;3600.01;7;2;967.90;2629.46;2;857;2.15
ber-n2500-3;2500;1;248;18483.00;3600.03;6;3;1264.42;2332.80;0;1306;2.13
ber-n2500-4;2500;1;181;16019.00;3600.04;4;1;774.95;2824.05;1;580;0.30
ber-n2500-5;2500;1;262;21441.00;3600.03;3;1;801.68;2797.75;0;697;0.22
ber-n2500-6;2500;1;306;44048.00;3600.02;5;3;2190.48;1402.59;1;1488;6.10
ber-n2500-7;2500;1;177;40220.00;3600.01;9;2;1092.63;2504.02;2;1334;2.92
nyc-n2500-1;2500;1;71;10264.00;3600.01;14;1;2575.46;1021.42;1;471;1.79
nyc-n2500-2;2500;1;79;9369.00;3600.04;9;1;1961.18;1636.62;0;435;0.84
nyc-n2500-3;2500;1;37;8983.00;3600.02;5;1;2800.27;796.61;0;118;0.13
nyc-n2500-4;2500;1;46;12253.00;3600.00;19;3;1183.58;2411.93;0;506;3.37
nyc-n2500-5;2500;1;47;11308.00;3600.01;19;1;1313.25;2281.35;0;589;3.90
poa-n2500-1;2500;1;301;29790.00;3600.08;3;3;977.68;2621.37;0;986;0.42
poa-n2500-2;2500;1;162;23972.00;3600.02;10;2;1471.64;2122.60;0;1321;3.88
poa-n2500-3;2500;1;83;22680.00;3600.03;10;1;1047.07;2550.30;0;557;1.44
poa-n2500-4;2500;1;84;23413.00;3600.01;10;1;1377.96;2220.23;1;515;1.06
poa-n2500-5;2500;1;74;19303.00;3600.01;11;1;1069.68;2526.79;0;639;1.90
poa-n2500-6;2500;1;109;11324.00;3600.02;10;4;956.76;2640.18;2;713;2.33
poa-n2500-7;2500;1;84;11234.00;3600.01;12;2;914.38;2681.61;0;784;3.09
bar-n3000-1;3000;1;160;22887.00;3600.03;3;2;985.66;2613.00;0;498;0.40
bar-n3000-2;3000;1;151;21966.00;3600.05;5;3;1319.50;2278.42;0;778;1.20
bar-n3000-3;3000;1;59;10422.00;3600.09;4;3;2504.94;1092.34;0;244;0.32
bar-n3000-4;3000;1;261;27374.00;3600.02;2;1;1822.27;1776.90;0;575;0.11
bar-n3000-5;3000;1;164;21003.00;3600.01;3;2;1343.17;2255.58;0;527;0.42
bar-n3000-6;3000;1;86;19433.00;3600.03;7;5;752.01;2845.01;0;611;1.78
bar-n3000-7;3000;1;81;19930.00;3600.03;8;2;1678.27;1918.37;0;551;2.15
ber-n3000-1;3000;1;303;38127.00;3600.02;2;1;1775.76;1823.13;0;681;0.13
ber-n3000-2;3000;1;224;34497.00;3600.02;5;1;1170.38;2427.07;2;732;1.29
ber-n3000-3;3000;1;197;38845.00;3600.08;1;1;633.15;2966.07;0;234;0.00
ber-n3000-4;3000;1;240;22502.00;3600.01;1;1;934.67;2664.76;0;281;0.00
ber-n3000-5;3000;1;137;17138.00;3600.02;5;4;1020.89;2576.80;0;704;1.31
ber-n3000-6;3000;1;100;14274.00;3600.01;4;3;826.80;2771.93;0;414;0.56
ber-n3000-7;3000;1;471;59538.00;3600.06;1;1;2579.85;1019.70;0;575;0.00
nyc-n3000-1;3000;1;80;10596.00;3600.02;6;2;1287.00;2307.49;1;367;0.46
nyc-n3000-2;3000;1;84;10828.00;3600.01;8;1;1834.09;1761.92;2;496;1.51
nyc-n3000-3;3000;1;46;12075.00;3600.03;3;3;2410.12;1185.96;0;146;0.12
nyc-n3000-4;3000;1;53;12966.00;3600.03;9;2;952.53;2643.33;0;400;1.67
nyc-n3000-5;3000;1;45;11638.00;3600.08;4;3;2536.97;1060.10;0;155;0.21
poa-n3000-1;3000;1;388;40771.00;3600.03;1;1;1878.61;1720.87;0;483;0.00
poa-n3000-2;3000;1;172;28167.00;3600.05;2;2;839.72;2759.46;0;366;0.07
poa-n3000-3;3000;1;293;20039.00;3600.02;3;3;921.68;2676.41;0;925;0.83
poa-n3000-4;3000;1;153;22207.00;3600.04;4;2;1529.63;2068.73;0;631;0.85
poa-n3000-5;3000;1;198;28035.00;3600.03;3;3;1444.23;2154.16;1;476;0.20
poa-n3000-6;3000;1;209;33708.00;3600.03;7;2;1184.96;2412.16;2;790;2.24
bar-n4000-1;4000;1;158;26524.00;3600.04;1;1;2008.01;1586.17;0;171;0.00
bar-n4000-2;4000;1;108;22376.00;3600.32;1;1;1612.86;1978.30;0;110;0.00
bar-n4000-3;4000;1;104;24011.00;3600.19;1;1;2014.71;1577.92;0;118;0.00
bar-n4000-4;4000;1;160;14441.00;3600.05;2;1;3175.34;419.33;0;328;0.19
bar-n4000-5;4000;1;158;13538.00;3600.08;3;3;582.59;3011.38;0;491;0.80
bar-n4000-6;4000;1;157;26454.00;3600.14;1;1;2893.77;700.99;0;169;0.00
ber-n4000-1;4000;1;577;73677.00;3600.20;1;1;3598.31;0.10;0;686;0.00
ber-n4000-2;4000;1;416;29743.00;3600.08;1;1;3026.25;572.00;0;460;0.00
ber-n4000-3;4000;1;139;21317.00;3600.17;3;3;2291.41;1302.94;0;430;0.80
ber-n4000-4;4000;1;181;18695.00;3600.07;1;1;1153.68;2442.84;0;188;0.00
ber-n4000-5;4000;1;149;23923.00;3600.14;1;1;2326.21;1271.70;0;160;0.00
ber-n4000-6;4000;1;324;56965.00;3600.10;1;1;3597.41;0.04;0;393;0.00
ber-n4000-7;4000;1;156;49730.00;3600.08;2;1;2031.43;1564.03;0;354;0.18
nyc-n4000-1;4000;1;138;15468.00;3600.28;1;1;189.54;3406.59;0;145;0.00
nyc-n4000-2;4000;1;113;14704.00;3600.05;1;1;563.63;3028.56;0;129;0.00
nyc-n4000-3;4000;1;127;15264.00;3600.12;2;1;885.31;2706.92;0;263;0.14
nyc-n4000-4;4000;1;64;17435.00;3600.23;1;1;532.97;3049.75;0;71;0.00
nyc-n4000-5;4000;1;71;16335.00;3600.14;1;1;331.32;3257.81;0;75;0.00
poa-n4000-1;4000;1;517;60472.00;3600.30;1;1;3597.74;0.09;0;611;0.00
poa-n4000-2;4000;1;513;59115.00;3600.14;1;1;3598.21;0.09;0;629;0.00
poa-n4000-3;4000;1;196;23772.00;3600.32;1;1;1576.45;2018.79;0;205;0.00
poa-n4000-4;4000;1;379;49664.00;3600.13;1;1;3596.01;0.06;0;416;0.00
poa-n4000-5;4000;1;404;54647.00;3600.12;1;1;3597.64;0.06;0;488;0.00
poa-n4000-6;4000;1;543;65615.00;3600.21;1;1;3598.25;0.08;0;649;0.00
poa-n4000-7;4000;1;139;40480.00;3600.10;2;1;1540.50;2057.21;0;312;0.10
bar-n5000-1;5000;1;236;23468.00;3600.29;3;3;1705.21;1885.48;0;680;0.98
bar-n5000-2;5000;1;96;15261.00;3600.10;1;1;2215.19;1365.79;0;97;0.00
bar-n5000-3;5000;1;266;38306.00;3600.17;1;1;3588.08;0.05;0;279;0.00
bar-n5000-4;5000;1;601;50344.00;3600.88;1;1;666.66;2931.35;0;668;0.00
bar-n5000-5;5000;1;421;49060.00;3600.22;1;1;3594.18;0.07;0;461;0.00
bar-n5000-6;5000;1;271;39249.00;3600.17;1;1;3591.26;0.05;0;305;0.00
ber-n5000-1;5000;1;767;103564.00;3600.45;1;1;3596.27;0.20;0;825;0.00
ber-n5000-2;5000;1;412;71613.00;3600.17;1;1;3218.31;377.74;0;537;0.00
ber-n5000-3;5000;1;185;63113.00;3600.05;1;1;3592.34;0.03;0;234;0.00
ber-n5000-4;5000;1;324;77936.00;3600.14;1;1;3594.84;0.04;0;375;0.00
ber-n5000-5;5000;1;498;31456.00;3600.30;1;1;1936.69;1660.72;0;532;0.00
ber-n5000-6;5000;1;167;21786.00;3600.03;1;1;1955.72;1634.55;0;172;0.00
ber-n5000-7;5000;1;420;74166.00;3600.18;1;1;3596.36;0.07;0;533;0.00
nyc-n5000-1;5000;1;131;17546.00;3600.07;2;1;1409.94;2158.99;0;277;0.19
nyc-n5000-2;5000;1;149;19879.00;3600.10;1;1;2406.17;1180.04;0;170;0.00
nyc-n5000-3;5000;1;74;24742.00;3600.29;1;1;3575.51;0.02;0;75;0.00
nyc-n5000-4;5000;1;88;20945.00;3600.16;2;1;702.21;2885.70;0;169;0.10
nyc-n5000-5;5000;1;81;18101.00;3600.19;1;0;309.22;3274.06;0;81;0.00
poa-n5000-1;5000;1;297;65602.00;3600.11;1;1;3593.91;0.05;0;328;0.00
poa-n5000-2;5000;1;152;44567.00;3600.09;2;1;2959.85;630.08;0;341;0.24
poa-n5000-3;5000;1;289;62040.00;3600.06;1;1;3594.38;0.04;0;336;0.00
poa-n5000-4;5000;1;225;28593.00;3600.05;1;1;3593.08;0.03;0;234;0.00
poa-n5000-5;5000;1;372;38020.00;3600.17;1;1;3596.99;0.05;0;399;0.00
poa-n5000-6;5000;1;115;24700.00;3600.09;1;1;3007.98;581.84;0;124;0.00
